title,rating,count
Forgetting Sarah Marshall ,3.769230769230769,39
Mean Girls ,3.7564102564102564,39
Walk the Line ,3.7564102564102564,39
Akira ,3.7435897435897436,39
Sideways ,3.7435897435897436,39
Trading Places ,3.730769230769231,39
Elf ,3.6923076923076925,39
Pitch Black ,3.5641025641025643,39
Boys Don't Cry ,3.551282051282051,39
Dodgeball: A True Underdog Story ,3.551282051282051,39
Old School ,3.5128205128205128,39
Burn After Reading ,3.4871794871794872,39
Man on the Moon ,3.4871794871794872,39
Dracula ,3.4615384615384617,39
Escape from New York ,3.448717948717949,39
Transformers ,3.3461538461538463,39
Little Shop of Horrors ,3.3333333333333335,39
"World Is Not Enough, The ",3.3333333333333335,39
Carrie ,3.2948717948717947,39
"Rocketeer, The ",3.2564102564102564,39
Mystery Men ,3.08974358974359,39
Hannibal ,2.9358974358974357,39
Indiana Jones and the Kingdom of the Crystal Skull ,2.8333333333333335,39
Hollow Man ,2.2948717948717947,39
"City of Lost Children, The ",4.0131578947368425,38
The Machinist ,3.986842105263158,38
"Player, The ",3.9473684210526314,38
Dog Day Afternoon ,3.9342105263157894,38
Lucky Number Slevin ,3.8552631578947367,38
Sherlock Holmes: A Game of Shadows ,3.763157894736842,38
Zodiac ,3.710526315789474,38
Despicable Me ,3.6842105263157894,38
"Notebook, The ",3.5657894736842106,38
Mad Max ,3.486842105263158,38
